,company,selling_price
3720,Reliance Industries,-0.21514186788206743
8455,Infosys,0.15904907408197697
568,Satya Papers,-0.43088688408456594
2754,Satya Papers,-0.2497603054434136
7291,Tata Group,-0.5762570094654456
9230,Tata Group,0.27510391505850823
5010,Infosys,1.2157876917912083
2660,Infosys,0.6798278182247524
7774,Tata Group,-0.47208305238570764
9032,Satya Papers,0.4007294680630119
5121,Reliance Industries,0.2810443570069049
5561,Reliance Industries,-0.4443951304308243
1906,Tata Group,-0.7546295901151956
8634,Infosys,-0.3563240954908973
4904,Satya Papers,-1.791703296546976
6701,Adani Group,-0.567790172665432
3898,Tata Group,1.318960195055891
3907,Adani Group,-0.3536042379704628
6839,Adani Group,-1.2853090708386323
8106,Satya Papers,1.041739570797379
7105,Tata Group,-0.15268756632497746
9729,Tata Group,0.5692695930740365
4118,Reliance Industries,-0.008466836800013656
9511,Tata Group,0.3567451612995001
1858,Tata Group,1.3285309070838631
8934,Tata Group,0.11452989993996968
9024,Infosys,0.45963316063945103
1901,Satya Papers,0.5953642930504226
7045,Reliance Industries,-0.45382928057492555
4384,Satya Papers,-0.45810821960288944
2730,Reliance Industries,-0.11439333805609848
6118,Tata Group,-0.33654538264355355
7980,Satya Papers,-0.1991413671551599
599,Tata Group,0.017115756111855562
8080,Infosys,1.1290481352190254
147,Adani Group,0.6532551516548171
7500,Satya Papers,-0.011937784681739685
2588,Reliance Industries,-0.04709108962158133
8366,Adani Group,0.5817650054482502
2400,Tata Group,-0.9729123813263004
3428,Reliance Industries,0.10523231167973962
7772,Infosys,0.5329896525922575
3644,Infosys,0.324311713880093
4950,Reliance Industries,-1.6458210641015794
2010,Tata Group,0.08127708121733539
2999,Reliance Industries,0.19691085638526384
9451,Satya Papers,1.5140274660088935
4848,Infosys,1.9122532995342671
9783,Reliance Industries,1.190762726571813
7247,Adani Group,-0.5097058513922199
5745,Satya Papers,-0.5833923678977152
6316,Infosys,0.28162474501335744
8231,Reliance Industries,-0.241338989271357
7821,Adani Group,-0.5719439299665139
1797,Infosys,-0.20390965293366223
2617,Reliance Industries,-0.3658379067339234
5464,Adani Group,-0.08166400655497043
5602,Reliance Industries,0.7156753127409392
4595,Reliance Industries,0.3985558580780622
9193,Infosys,-0.23990508949070952
9002,Infosys,-1.1755246963631862
865,Reliance Industries,-0.8508260571454583
1636,Adani Group,1.2674080838945174
4256,Infosys,0.650683236175243
186,Adani Group,-0.14303719319808017
762,Adani Group,-0.16005052789703234
6072,Adani Group,-0.10239865258941247
9047,Satya Papers,0.5330351732202145
4361,Satya Papers,-0.725769511990418
2351,Infosys,1.7700127173254354
4696,Tata Group,0.47496223210399185
9626,Reliance Industries,-0.14433453109485644
1993,Infosys,-0.1054712949765142
4049,Adani Group,-1.0218242960661643
3172,Reliance Industries,0.28607438639616034
4047,Reliance Industries,-0.8829067196981982
5766,Infosys,-0.07028384956570476
2734,Satya Papers,-0.6655684815172025
8315,Tata Group,0.21374210857238776
4779,Tata Group,1.9697458526440372
9700,Infosys,-0.8922156881154175
9442,Adani Group,-0.2430915334477039
4383,Reliance Industries,-0.3749078918543681
5701,Satya Papers,0.25606491241546675
4965,Adani Group,-0.2847884286563733
9576,Infosys,0.07176326997430929
6644,Satya Papers,0.17702972212501672
7878,Satya Papers,-1.1008594863566143
2976,Satya Papers,0.5270492106438608
7336,Reliance Industries,-0.5020356255814549
2592,Infosys,-1.1967031685202096
5348,Infosys,0.6266142041429461
3093,Infosys,-1.3377488342451684
4166,Tata Group,-0.5072818779535063
5321,Adani Group,0.9528946851821821
8028,Satya Papers,-0.18050067000674275
6738,Infosys,-1.0199579503199248
7221,Adani Group,-0.12118729177869009
3375,Infosys,0.27539979914022916
3830,Adani Group,0.6262955597472467
5826,Tata Group,0.290899572959609
5850,Reliance Industries,0.3150141256198629
3666,Satya Papers,0.18223045386911113
8824,Tata Group,0.7629712451883274
8176,Adani Group,0.03183029909897607
6525,Tata Group,0.13571975225398233
8179,Satya Papers,-0.6276384182719801
2271,Reliance Industries,0.27767583053808226
5110,Satya Papers,-0.07840928165604044
6095,Adani Group,-0.938453265962804
6000,Infosys,0.5690988907191975
3088,Reliance Industries,-1.818219062331965
3930,Reliance Industries,-1.9473269433751839
9004,Infosys,-0.404029713589899
7141,Satya Papers,0.247507034359539
5172,Tata Group,0.35432118786078654
9076,Adani Group,-0.5908463707256841
9227,Infosys,0.22895737846703595
3330,Reliance Industries,0.3469127056607746
6315,Infosys,-1.1557801239868104
3900,Reliance Industries,-0.4946840441663893
8876,Reliance Industries,0.6034783449837691
931,Tata Group,-0.2566225401079408
7021,Infosys,-0.15978878428627924
4054,Infosys,0.680283024504323
6638,Tata Group,0.4796963774115264
9169,Satya Papers,-0.3478913991618514
17,Adani Group,-1.178335595139535
1200,Infosys,0.7592385536958483
6800,Tata Group,-0.4773748253857162
3757,Satya Papers,0.20035904395301132
3864,Reliance Industries,-0.4150912261834652
4066,Infosys,-0.3237085655596619
6904,Reliance Industries,-0.25461963247783004
7161,Infosys,-2.1278389935389157
6111,Satya Papers,-0.9334573770445164
214,Reliance Industries,-0.13418343106043149
276,Reliance Industries,-0.26611359103698834
6940,Satya Papers,-0.7489964124055092
9992,Infosys,-1.1271248886878396
787,Adani Group,-0.993373903593
6594,Tata Group,-0.0698058829721556
8749,Reliance Industries,-0.8478672163282492
288,Satya Papers,0.57820301631061
551,Tata Group,-0.26903829138322966
3069,Reliance Industries,-1.3298737656085966
9138,Tata Group,-0.31134971506931935
6310,Satya Papers,-0.05251942450546105
2614,Infosys,-0.5178085231685771
8635,Adani Group,0.7127733727086765
7164,Infosys,0.645027298151578
1530,Adani Group,0.0653334812753742
7755,Infosys,0.06286398720870355
5253,Tata Group,0.7622542952980036
9233,Adani Group,0.22175373909283078
6393,Infosys,-0.7652586567431697
4125,Tata Group,-0.9517794297972341
9541,Adani Group,0.5764618522912524
8303,Adani Group,0.8696374566487145
4041,Reliance Industries,-0.7727126595711388
666,Adani Group,-0.5197431498567523
3950,Satya Papers,0.2727254622477517
3802,Infosys,-0.7421455578979712
6966,Tata Group,-0.35919189505219223
191,Infosys,0.002970220974198339
1887,Tata Group,0.8550025747605188
4885,Satya Papers,-0.9520297932509979
1247,Satya Papers,0.4681910386953788
4422,Reliance Industries,0.5866129523256773
782,Satya Papers,-0.0868419779850863
250,Adani Group,1.105297747582428
9823,Reliance Industries,-0.6104657613751782
6793,Satya Papers,0.20887140138098206
9087,Tata Group,0.600303281183764
688,Satya Papers,-0.12877785649053028
1349,Reliance Industries,0.2037161902648447
6598,Reliance Industries,0.3688081277081217
1354,Reliance Industries,1.522995029716435
3672,Reliance Industries,-0.6162355009687359
5395,Satya Papers,-0.03931844239791288
8989,Adani Group,0.04044507793985018
7065,Satya Papers,1.2895652495526175
129,Infosys,-1.325344463126869
1910,Satya Papers,0.7293884019130044
2924,Satya Papers,-0.07644051449689748
9423,Tata Group,-0.37268876124146133
8529,Satya Papers,-0.10832771438081988
1705,Infosys,-0.01759372270540472
6414,Reliance Industries,-0.2897387969467039
4324,Adani Group,-0.07790855474851276
2829,Adani Group,-0.22524744728853535
4664,Adani Group,-0.734896397895809
4974,Infosys,0.5097058513922199
5127,Reliance Industries,0.899601410001451
9790,Adani Group,0.46114672151902336
2681,Reliance Industries,0.5315443726546207
8525,Adani Group,-0.1069962360130758
7173,Tata Group,0.45648085715342446
193,Satya Papers,1.1812716756427655
4456,Infosys,1.0287775719866055
1318,Tata Group,-1.0856328363049768
5373,Tata Group,0.81701561073035
9520,Infosys,-0.6162241208117466
526,Satya Papers,0.8297500064013383
4072,Infosys,0.4486740694587882
7700,Infosys,1.4922913661593962
2050,Satya Papers,0.3234923425768658
1445,Satya Papers,0.09807419293349151
7290,Infosys,0.4527709259749238
2361,Infosys,-0.03667824597640324
8557,Adani Group,0.09341970872488185
21,Infosys,-1.1539365385545493
3881,Infosys,-0.5583105018933736
8736,Adani Group,1.2003106782858068
3856,Adani Group,0.5419003155148525
443,Satya Papers,-0.36353911502209174
5028,Tata Group,0.759101991811977
482,Reliance Industries,-1.186995894608366
4012,Satya Papers,0.3690584911618856
3490,Satya Papers,0.15731929021960858
6728,Tata Group,0.8235592009991778
9001,Reliance Industries,-1.2277937574148836
5109,Infosys,0.02098500948820589
8427,Infosys,0.4639234798244042
5465,Reliance Industries,0.17052027232715675
4239,Tata Group,-1.9831744378913707
1944,Adani Group,0.4047239031662442
1028,Adani Group,-0.5778047108159857
6074,Satya Papers,-0.6913103966269215
4482,Tata Group,0.7129668353774941
5334,Satya Papers,-0.7031002392678007
6886,Adani Group,0.33522528443279875
3016,Adani Group,0.5019332041685515
2618,Satya Papers,0.8623541561755844
1272,Tata Group,-0.8654723191906433
3506,Infosys,-0.4405827778394203
6945,Infosys,-0.7604220900227319
2388,Infosys,0.18612246755943998
2276,Infosys,1.6940729297360657
2018,Infosys,0.23976852760683834
6951,Reliance Industries,-0.9127568714810421
4451,Satya Papers,-0.26420172466279174
5366,Satya Papers,0.939568521347752
819,Reliance Industries,-0.986261305474709
699,Tata Group,0.01883415981723468
6022,Satya Papers,-0.11735217887330755
1575,Satya Papers,0.4150912261834652
1769,Infosys,-0.5850311105041694
2212,Tata Group,0.6613578234311742
7237,Reliance Industries,-0.5171484740631997
1419,Adani Group,-0.014020353410775302
9177,Tata Group,-0.013667568544108066
7875,Tata Group,0.06870200774419682
2843,Adani Group,-0.06820128083666914
6769,Tata Group,-0.9228283104165422
6362,Tata Group,-0.20406897513151193
548,Tata Group,0.4444178907448028
1949,Infosys,-1.9144269095192168
9371,Adani Group,0.6567260995365432
6884,Adani Group,1.4727971572367842
9426,Tata Group,0.3787316246027614
8163,Infosys,-0.28061191104131283
3970,Adani Group,-0.10894224285824022
4631,Infosys,-0.638472327725761
630,Infosys,-0.1669924236604844
5595,Infosys,0.7718591477969439
9045,Infosys,-0.3571207064801459
7452,Tata Group,1.5672069396197321
8906,Reliance Industries,0.12911926120020825
3911,Infosys,-1.135580345330864
9712,Adani Group,0.009570712027972425
306,Adani Group,-0.05942717979794531
6164,Satya Papers,-0.22796730480896985
853,Infosys,-1.7649485474652122
1982,Adani Group,-0.6307793416010173
2454,Adani Group,1.392646711561386
8521,Infosys,-0.40225440909957355
8478,Adani Group,-0.03744071649468404
1764,Satya Papers,0.03249034820435348
3949,Tata Group,-0.83080836100134
7773,Adani Group,-0.09731172241521072
8741,Infosys,-0.45912105357493405
4348,Tata Group,1.5954980098950464
5108,Reliance Industries,1.1760709438986712
1154,Satya Papers,1.5911963105531042
625,Infosys,1.6132282944843224
525,Reliance Industries,0.8237640438249846
3795,Adani Group,-1.6422818352779176
3597,Adani Group,-0.26263126299827305
2723,Infosys,0.9223844842939608
1276,Reliance Industries,-0.9498334229520696
3254,Reliance Industries,1.0809328314684101
5112,Reliance Industries,-0.1869759793336349
6619,Reliance Industries,-1.8308510365900497
7968,Adani Group,-0.14021491426474228
3311,Tata Group,-0.18662319446696768
9485,Tata Group,0.6205713407816461
218,Satya Papers,0.6557474060354662
3511,Infosys,0.8592701336314934
2309,Adani Group,0.312703953751042
4206,Satya Papers,-0.3461047145145367
963,Satya Papers,-0.07191121201516974
4827,Satya Papers,0.07501799487323928
7109,Reliance Industries,-0.09775554853779207
9659,Satya Papers,-0.012916478182816531
9624,Adani Group,-0.32442551544998566
8933,Satya Papers,0.09889356423671865
4781,Reliance Industries,-0.6502621703666402
6484,Adani Group,0.49554893609757344
8767,Tata Group,1.1337139995846244
5096,Reliance Industries,0.5905846271149311
265,Satya Papers,-0.7877117064829909
8481,Infosys,1.5355587230325842
1266,Reliance Industries,-1.0222112214037993
3564,Reliance Industries,-0.2228120936928325
3563,Reliance Industries,-0.301437598331669
5166,Infosys,-1.0242027488769208
4952,Tata Group,-0.14638295935292428
7231,Tata Group,-0.47802349433410435
4804,Satya Papers,0.8501887683540594
1834,Infosys,0.0573104705979419
5935,Tata Group,-0.0009104125591412534
7789,Tata Group,-0.3807572925468507
2242,Tata Group,0.5867950348375056
8319,Satya Papers,-0.6881353328269163
154,Satya Papers,0.6285602109881105
8503,Infosys,-0.15296069009271984
5857,Adani Group,0.20681159296592497
8413,Satya Papers,0.17487887245404551
574,Tata Group,0.2623922797014985
5719,Tata Group,1.1365817991459193
4548,Reliance Industries,-0.6706781720053828
4982,Infosys,-0.6120703635106647
8695,Reliance Industries,-0.8945258599842385
1803,Tata Group,0.3511347439037922
7129,Infosys,-0.12180182025611043
4545,Adani Group,0.5530301090503543
7749,Adani Group,-0.24040581639823722
6949,Tata Group,0.5805018080224417
9135,Reliance Industries,0.22842251108854048
7632,Adani Group,-0.21014597896377982
8608,Infosys,2.466205201300752
6473,Tata Group,1.132928768752365
2186,Infosys,-0.6364694200956502
4731,Adani Group,0.5466458409793763
4971,Tata Group,-0.6246681972977817
7892,Satya Papers,0.5597557818310104
8720,Infosys,-0.4180045463727172
3221,Satya Papers,0.5610644998847759
607,Infosys,0.4740973401728077
9691,Adani Group,-0.33877589341344966
3696,Reliance Industries,0.29909328599188023
1454,Reliance Industries,-1.3076824594795284
8663,Satya Papers,0.36641829474037596
3273,Reliance Industries,-0.7001527786075809
4825,Reliance Industries,-0.46184091109536857
4435,Reliance Industries,1.2100634728256077
9967,Tata Group,0.45996318519213975
8797,Satya Papers,-0.3554933440306809
4813,Reliance Industries,-0.3788226658586755
2235,Satya Papers,-0.45545664302439054
232,Reliance Industries,0.24595933300899886
5071,Infosys,0.6930288003323006
5490,Satya Papers,-0.22663582644122576
7394,Satya Papers,0.46563050337279405
4634,Reliance Industries,0.061680450881819913
5229,Tata Group,-0.3847062070221259
4078,Satya Papers,0.48073197169754955
606,Adani Group,0.15202751721960003
167,Adani Group,-0.09518363305821803
7918,Tata Group,-0.16073333731638828
870,Reliance Industries,-0.5494681199127142
7086,Reliance Industries,0.6465522391881396
3867,Reliance Industries,0.0028791797182842137
7750,Reliance Industries,1.326675941494613
792,Infosys,-0.9146914981692172
2918,Adani Group,0.11520132920233635
7312,Satya Papers,0.794482899891604
9427,Satya Papers,-0.7546751107431527
3548,Adani Group,0.5352315435191428
1252,Infosys,0.8902469209562746
4152,Satya Papers,0.9832683241865322
6745,Infosys,-0.07075043600226465
7424,Adani Group,-0.20997527660894083
4586,Infosys,-1.2054203687739873
2603,Adani Group,-0.5552606198202504
3166,Reliance Industries,0.33033181692741453
8271,Satya Papers,-0.29573613968004686
4032,Satya Papers,-0.8026652327668861
2375,Adani Group,-0.6688459667301111
2867,Tata Group,0.6245771560418676
3704,Reliance Industries,-0.18384643616158686
2954,Infosys,1.2354639832256487
7280,Adani Group,0.4322297426092993
583,Infosys,-1.67091431026291
3557,Adani Group,0.8042129341174261
1851,Reliance Industries,0.6058454176375363
2776,Reliance Industries,0.6075410610289369
7799,Adani Group,-1.3640938976753185
3880,Satya Papers,0.11062650609265155
1584,Satya Papers,0.2890218470563801
1700,Adani Group,0.3004589048305921
6861,Infosys,-0.3664979558393008
8262,Infosys,0.49731286043090966
1357,Infosys,0.15680718315509162
7564,Satya Papers,-0.8716403642788252
474,Adani Group,-0.7127847528656658
7530,Reliance Industries,-0.20148567949494864
2622,Satya Papers,-0.6907186284634796
429,Reliance Industries,0.19100455490783497
4292,Satya Papers,-0.42730213463294725
1708,Adani Group,1.1689014449954338
6610,Satya Papers,1.3300444679634356
8272,Infosys,-0.024968064434448874
6826,Infosys,-0.2287411554842399
4159,Reliance Industries,-0.9620443314015517
8789,Adani Group,1.5369015815573175
7553,Tata Group,-0.3888030635382615
9313,Tata Group,0.9263447789262252
6999,Satya Papers,0.4851019519814276
2848,Tata Group,0.24351259925630675
5759,Tata Group,-0.7511131216055126
8980,Adani Group,-0.15145850937013677
224,Satya Papers,-0.08465698784314729
7491,Tata Group,0.6129693959128166
5443,Infosys,-1.8699532560051666
2717,Reliance Industries,1.3008202248150014
9938,Reliance Industries,-1.405927354767859
8700,Infosys,-0.21385591014228042
3606,Reliance Industries,0.5985279766934385
533,Infosys,0.6128328340289454
4313,Adani Group,0.6927215360935904
3577,Infosys,0.12504516499805116
2946,Reliance Industries,0.2887373431316485
2521,Infosys,-1.2982710696494058
3120,Adani Group,-0.7681605967754325
907,Satya Papers,-0.5521652171191701
201,Satya Papers,0.8466040189024407
8196,Satya Papers,0.49084893126100676
3987,Adani Group,-1.127830458421174
7190,Satya Papers,-0.12892579853139075
7317,Adani Group,-1.5008378640583346
2620,Adani Group,0.30550031437683683
4895,Infosys,-1.123892924102888
6807,Satya Papers,-0.130393838783006
9650,Infosys,0.3927519780135367
9829,Infosys,-1.3772948797828666
1092,Tata Group,0.8835440084895971
8773,Reliance Industries,-1.028117522881228
9996,Infosys,0.0035392288236616226
5948,Tata Group,-0.4399910096759785
7420,Reliance Industries,0.0816412462409919
2958,Reliance Industries,-0.22891185783907889
4844,Tata Group,-0.042425225255982406
2726,Infosys,0.1688473892497347
9252,Reliance Industries,0.007727126595711388
8384,Infosys,-0.5603361698374629
8792,Infosys,-0.1931440244218169
8433,Adani Group,-0.8011744322012923
8814,Reliance Industries,0.44438375027383503
1209,Satya Papers,-0.103878072998017
3523,Infosys,-0.18436992338309308
5949,Infosys,0.8464560768615803
1415,Tata Group,-0.5460882132869023
3265,Infosys,-0.524101749983641
4284,Tata Group,1.1776300254062004
602,Reliance Industries,-0.3546056917855182
5046,Satya Papers,0.8087763770701217
2429,Reliance Industries,0.6845278230613191
9200,Tata Group,1.845645240676095
2312,Tata Group,0.5465092790955052
1691,Reliance Industries,-1.9264443552998813
235,Adani Group,-0.7144576359430879
8157,Reliance Industries,-0.0641385647915013
3081,Tata Group,-0.5752214151794224
4599,Adani Group,-1.162869961791123
1826,Adani Group,1.2185872104105677
2238,Tata Group,0.10647274879156958
4380,Adani Group,2.110450113659318
6309,Adani Group,-0.22965156804338116
8578,Adani Group,-0.0077954075376469815
3156,Tata Group,-2.2294410351390797
1543,Tata Group,0.6260565764504721
7640,Satya Papers,-0.2898981191445536
5804,Adani Group,-0.6516619296763199
8019,Tata Group,-0.11674903055287647
5231,Reliance Industries,-0.7311864667173084
2747,Tata Group,-0.8240940683776733
8715,Adani Group,0.32472139953170653
695,Satya Papers,0.9615777449649918
5079,Reliance Industries,0.7362051159495745
5516,Reliance Industries,-1.4671525993701082
5882,Reliance Industries,-0.5287562341922507
4970,Satya Papers,1.2591574700772996
9985,Tata Group,-0.7923092899066543
980,Satya Papers,-0.7373203713345226
3109,Adani Group,0.06485551468182503
6684,Tata Group,-0.6000529177300001
5199,Satya Papers,0.19860649977666442
8063,Infosys,0.863833576584189
4099,Adani Group,0.5040385332115657
1853,Satya Papers,0.5189123983965359
7192,Reliance Industries,-0.34612747482851525
3812,Tata Group,-0.7488826108356165
2316,Adani Group,-0.11481440386470132
6881,Infosys,-0.4282922082910134
513,Infosys,-0.2276828008842382
3353,Tata Group,-0.5932703441643977
4140,Tata Group,1.9420465505321647
555,Reliance Industries,-0.3438286831166836
6615,Tata Group,-0.04022885495705413
4701,Satya Papers,-0.9396026618187198
8488,Tata Group,2.479144439797547
5064,Adani Group,0.7978172858894589
8984,Satya Papers,0.008785481195713095
9375,Infosys,-0.10502746885393284
8660,Reliance Industries,-0.5492518969299182
160,Tata Group,-0.2080520300777549
7826,Satya Papers,0.10033884417435539
5722,Tata Group,-0.6597418411386985
7257,Adani Group,-0.11192384398942784
310,Infosys,-0.1813086611529806
1964,Reliance Industries,-0.8238095644529416
9018,Reliance Industries,0.13492314126473376
6007,Adani Group,0.7567690596291776
1787,Satya Papers,1.2121688018686219
9345,Adani Group,-0.25345885646492494
6334,Satya Papers,-0.6424667628289932
423,Reliance Industries,0.11961683011417143
9791,Infosys,0.04508818199147057
1622,Satya Papers,0.10369599048618876
5947,Adani Group,0.215380851178842
8857,Adani Group,0.2766743767230269
9234,Adani Group,0.11586137830771376
4368,Adani Group,0.5660945292740314
4716,Infosys,0.07034075035065109
4394,Adani Group,-0.08524875600658911
6929,Satya Papers,-0.2045469417250611
6307,Infosys,0.7469593643044306
4552,Infosys,-0.460873597751281
8827,Adani Group,0.661778889239777
7758,Adani Group,0.01168742122797584
7313,Satya Papers,-1.3186074101892236
9303,Reliance Industries,0.9300547101047258
750,Reliance Industries,0.45270264503298824
8202,Infosys,-0.8408342793088831
1605,Tata Group,0.790067398979769
6168,Reliance Industries,0.16415876457015724
9126,Reliance Industries,0.6276156579580016
7809,Infosys,-0.7333714568592474
1143,Tata Group,0.11688559243674766
1997,Reliance Industries,0.43737357356844736
6202,Infosys,0.0395119050667304
8039,Satya Papers,-0.17137378410135168
7322,Tata Group,-0.8645391463175235
2961,Adani Group,-0.6038994107923719
1722,Tata Group,-0.7653496979990839
4856,Infosys,0.25358403819180686
297,Reliance Industries,1.5268415227788068
7726,Infosys,1.1949961449718198
1749,Infosys,0.15374592092497916
4867,Tata Group,-0.9438588405327052
3465,Satya Papers,1.2278506581998299
8308,Infosys,0.3693543752436065
4468,Reliance Industries,0.8063524036314081
6083,Satya Papers,0.06049691455493628
2659,Adani Group,-0.7344867122441954
7589,Reliance Industries,-1.264870308885911
3458,Infosys,-1.4299850066431667
2250,Tata Group,0.6091798036353911
6501,Infosys,0.3828398612758863
3763,Infosys,-0.46896488937064884
5740,Tata Group,0.2666939790434409
3896,Infosys,-0.6919363052613311
866,Tata Group,-0.3329947736629027
8686,Adani Group,0.6956462364398317
5532,Satya Papers,-0.08380347606895237
4126,Tata Group,-0.17047475169919968
689,Infosys,-0.47915012987604166
3899,Satya Papers,-0.3367047048414033
2270,Reliance Industries,-0.38865512149740106
417,Satya Papers,0.295485776226283
1353,Adani Group,-0.11449575946900188
589,Reliance Industries,-0.29086543248864116
2402,Adani Group,0.288202475753153
7941,Satya Papers,-0.5008976098825283
2550,Adani Group,-0.19641012947773615
2344,Adani Group,-0.7617535683904759
4390,Adani Group,0.515020384706207
5975,Infosys,0.5899359581665429
3425,Satya Papers,0.9644341643692975
2950,Tata Group,-0.5967412920461238
1437,Infosys,-0.34960980286723053
2314,Reliance Industries,-0.4860578851685259
4351,Adani Group,-1.2228775295955208
5867,Infosys,-1.090139378472726
2187,Adani Group,0.3560851121941227
2471,Tata Group,-0.03655306424952132
1978,Adani Group,0.8079001049819482
8470,Satya Papers,-1.5762769247401769
5205,Satya Papers,0.8547522113067549
5029,Satya Papers,0.05644557866675771
1693,Tata Group,0.41799316621572796
5999,Adani Group,-0.3534335356156238
2448,Reliance Industries,0.9651966348875782
1965,Tata Group,0.5259567155728914
4894,Satya Papers,-0.14053355866044173
995,Adani Group,-1.2432935312342634
7048,Reliance Industries,0.40769412414044254
5285,Infosys,-0.09950809271413899
155,Satya Papers,0.34457977347797514
149,Satya Papers,0.536995467852479
1420,Reliance Industries,-1.3847944032387927
373,Adani Group,0.8926708943949881
56,Adani Group,0.5843483010848135
9998,Reliance Industries,-0.5135295841406132
1006,Infosys,-0.057378751539877496
8367,Infosys,0.5361419560782841
3531,Adani Group,0.7826930572507248
7149,Adani Group,0.44834404490609947
1669,Adani Group,-0.4090256025081866
7100,Satya Papers,-0.8677597307454856
1731,Adani Group,0.7472552483861515
4224,Adani Group,0.5737192344568394
7930,Infosys,0.47897942752120265
2070,Adani Group,-1.0857466378748695
9847,Infosys,0.32870445447794955
4923,Reliance Industries,-1.1682072554190885
3256,Satya Papers,0.039022558316191974
7522,Adani Group,0.8463650356056662
6997,Tata Group,-1.2536836145654628
5738,Tata Group,1.0914936171544487
8549,Reliance Industries,1.4103656159936726
216,Tata Group,-0.8654154184056969
7437,Tata Group,1.8403534676760867
5634,Tata Group,0.505335871108342
8978,Adani Group,1.3749733277570564
7746,Satya Papers,0.3689788300629607
1395,Satya Papers,-0.03312763699575236
7477,Adani Group,0.4792639314459343
7615,Tata Group,-1.0536659753221296
5202,Tata Group,-0.262415040015477
380,Reliance Industries,-0.35564128607154133
3222,Satya Papers,-0.536779244869683
5894,Reliance Industries,-0.08625020982164448
5786,Satya Papers,-1.0322371397113423
7152,Infosys,-0.3179502061230935
7948,Tata Group,1.0034453425285002
4276,Infosys,-0.33496354082204566
9694,Tata Group,-0.12901683978730485
2426,Tata Group,-0.6748660697774326
8596,Adani Group,0.06096350099149618
9172,Tata Group,-0.0527356474882571
3582,Tata Group,0.7070832942140437
1457,Adani Group,-0.6654091593193528
3758,Reliance Industries,-0.8962897843175747
7572,Reliance Industries,-0.22986779102617722
6676,Satya Papers,0.5991197448568804
2346,Infosys,-0.556785560856812
9236,Infosys,0.6894668111946605
4397,Adani Group,-1.572384911049848
2802,Adani Group,-0.81624176005508
1498,Adani Group,-0.33177709686505125
4785,Reliance Industries,-0.7278862211904213
3731,Reliance Industries,0.7046138001473731
5807,Adani Group,0.49312496265885986
9540,Infosys,-1.0690519475716167
7963,Reliance Industries,-0.17821325845190034
146,Infosys,-0.24006441168855924
6339,Satya Papers,-0.7367058428571022
3797,Infosys,1.0657972226726868
5799,Tata Group,-0.8446580120572763
7618,Adani Group,-0.4567312206071883
5118,Infosys,1.0483173015371747
6783,Satya Papers,-1.3084904506257664
3066,Reliance Industries,-0.10637032737866618
2289,Satya Papers,0.5045051196481255
2709,Infosys,0.021201232471001936
2624,Satya Papers,0.3000492191789786
20,Tata Group,-0.27076807524559804
7864,Adani Group,-0.18691907854868858
3566,Infosys,0.2684465232197878
9253,Adani Group,0.2057759986799018
4479,Adani Group,-0.8656544017024714
4802,Tata Group,-0.22153751611003475
6569,Satya Papers,0.5705896912847913
1790,Tata Group,-0.013337543991419362
